,Job_Title,Salary_Estimate,Rating,Company_Name,Location,Size,Founded,Type_of_ownership,Sector,Revenue
150,Senior Data Analyst,$44K-$78K (Glassdoor est.),4.8,"KnowBe4
4.8","Clearwater, FL",501 to 1000 employees,2010,Company - Private,Business Services,$100 to $500 million (USD)
151,Senior Spark Engineer (Data Science),$65K-$148K (Glassdoor est.),4.4,"KSM Consulting
4.4","Indianapolis, IN",51 to 200 employees,2008,Company - Private,Business Services,Unknown / Non-Applicable
152,Data Engineer,$59K-$110K (Glassdoor est.),3.9,"Cogo Labs
3.9","Cambridge, MA",51 to 200 employees,2005,Company - Private,Information Technology,Unknown / Non-Applicable
153,BI & Platform Analytics Manager,$85K-$134K (Glassdoor est.),3.4,"Church & Dwight
3.4","Ewing, NJ",1001 to 5000 employees,1846,Company - Public,Manufacturing,$2 to $5 billion (USD)
154,Lead Data Scientist,$124K-$204K (Glassdoor est.),3.6,"MassMutual
3.6","Boston, MA",5001 to 10000 employees,1851,Company - Private,Insurance,$10+ billion (USD)
155,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",$131K-$207K (Glassdoor est.),3.9,"Genentech
3.9","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,$10+ billion (USD)
156,Senior Data Scientist,$110K-$174K (Glassdoor est.),3.8,"Juniper Networks
3.8","Cupertino, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications,$2 to $5 billion (USD)
157,Pricipal Scientist Molecular and cellular biologist,$52K-$101K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Boston, MA",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
158,"Data Scientist (Actuary, FSA or ASA)",$81K-$133K (Glassdoor est.),3.8,"Legal & General America
3.8","Frederick, MD",501 to 1000 employees,1981,Company - Private,Insurance,$500 million to $1 billion (USD)
159,Staff Data Scientist,$132K-$211K (Glassdoor est.),3.5,"Western Digital
3.5","San Jose, CA",10000+ employees,1970,Company - Public,Information Technology,$10+ billion (USD)
160,Senior Data Scientist / Machine Learning,$73K-$119K (Glassdoor est.),3.9,"Health IQ
3.9","Dallas, TX",201 to 500 employees,2013,Company - Private,Insurance,Unknown / Non-Applicable
161,Data Scientist - Health Data Analytics,$110K-$175K (Glassdoor est.),4.2,"Nuna
4.2","San Francisco, CA",51 to 200 employees,2010,Company - Private,Information Technology,Unknown / Non-Applicable
162,Data Engineer 5 - Contract (Remote),$74K-$140K (Glassdoor est.),4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT",10000+ employees,-1,Nonprofit Organization,Non-Profit,Unknown / Non-Applicable
163,Senior Scientist - Neuroscience,$100K-$190K (Glassdoor est.),3.5,"Sunovion
3.5","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
164,Senior Data Analyst,$43K-$80K (Glassdoor est.),2.9,"National Student Clearinghouse
2.9","Herndon, VA",201 to 500 employees,1993,Nonprofit Organization,Education,$25 to $50 million (USD)
165,Medical Lab Scientist,$17-$24 Per Hour(Glassdoor est.),3.6,"Tower Health
3.6","West Reading, PA",5001 to 10000 employees,2017,Nonprofit Organization,Health Care,Unknown / Non-Applicable
166,"Risk and Analytics IT, Data Scientist",$91K-$149K (Glassdoor est.),2.7,"State of Wisconsin Investment Board
2.7","Madison, WI",51 to 200 employees,1951,Government,Finance,$50 to $100 million (USD)
167,"Scientist, Analytical Development",$42K-$82K (Glassdoor est.),4.4,"Rubius Therapeutics
4.4","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD)
168,Senior Data Scientist,$116K-$185K (Glassdoor est.),4.0,"Autodesk
4.0","San Francisco, CA",5001 to 10000 employees,1982,Company - Public,Information Technology,$2 to $5 billion (USD)
169,Analytics Manager,$59K-$116K (Glassdoor est.),4.3,"OneMagnify
4.3","Dearborn, MI",201 to 500 employees,1967,Company - Private,Business Services,Unknown / Non-Applicable
170,Data Engineer,$48K-$95K (Glassdoor est.),4.2,"IZEA
4.2","Winter Park, FL",51 to 200 employees,2006,Company - Public,Business Services,$25 to $50 million (USD)
171,Digital Marketing & ECommerce Data Analyst,$31K-$72K (Glassdoor est.),3.6,"Vionic Group
3.6","San Rafael, CA",51 to 200 employees,2006,Subsidiary or Business Segment,Retail,$100 to $500 million (USD)
172,Sr. Scientist - Digital & Image Analysis/Computational Pathology,$105K-$198K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","San Diego, CA",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
173,Senior Data Analyst,$55K-$100K (Glassdoor est.),2.8,"Dodge Data & Analytics
2.8","Hamilton, NJ",201 to 500 employees,2014,Company - Private,Information Technology,Unknown / Non-Applicable
174,Principal Scientist - Immunologist,$98K-$182K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Boston, MA",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
175,Senior Data Scientist,$73K-$124K (Glassdoor est.),3.3,"Plymouth Rock Assurance
3.3","Woodbridge, NJ",1001 to 5000 employees,1982,Company - Private,Insurance,$10 to $25 million (USD)
176,Principal Data Scientist with over 10 years experience,Employer Provided Salary:$200K-$250K,-1.0,CA-One Tech Cloud,"San Francisco, CA",51 to 200 employees,2017,Company - Private,Information Technology,$5 to $10 million (USD)
177,MED TECH/LAB SCIENTIST - LABORATORY,$21-$34 Per Hour(Glassdoor est.),3.6,"Beebe Healthcare
3.6","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care,$100 to $500 million (USD)
178,"Sr. Scientist, Quantitative Translational Sciences",$117K-$206K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Boston, MA",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
179,Sr. Data Scientist II,$111K-$183K (Glassdoor est.),3.4,"Argo Group US
3.4","New York, NY",1001 to 5000 employees,1948,Company - Public,Insurance,$1 to $2 billion (USD)
180,Excel / VBA / SQL Data Analyst,$44K-$78K (Glassdoor est.),4.1,"Associated Electric Cooperative
4.1","Springfield, MO",501 to 1000 employees,1961,Company - Private,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD)
181,Machine Learning Research Scientist,$81K-$159K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Education,Unknown / Non-Applicable
182,"VP, Data Science",$83K-$166K (Glassdoor est.),3.2,"PennyMac
3.2","Phoenix, AZ",1001 to 5000 employees,2008,Company - Public,Finance,$500 million to $1 billion (USD)
183,Senior Data Scientist,$114K-$182K (Glassdoor est.),3.9,"Zest AI
3.9","Burbank, CA",51 to 200 employees,2009,Company - Private,Finance,$50 to $100 million (USD)
184,Radar Data Analyst,$42K-$76K (Glassdoor est.),4.7,"DECISIVE ANALYTICS Corporation
4.7","Huntsville, AL",51 to 200 employees,1996,Company - Private,Aerospace & Defense,$25 to $50 million (USD)
185,PL Actuarial-Lead Data Scientist,$114K-$179K (Glassdoor est.),3.7,"The Hanover Insurance Group
3.7","Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance,$5 to $10 billion (USD)
186,PV Scientist,$60K-$123K (Glassdoor est.),2.9,"Karyopharm Therapeutics Inc.
2.9","Newton, MA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Unknown / Non-Applicable
187,Senior Data & Machine Learning Scientist,$100K-$166K (Glassdoor est.),3.0,"Tempus Labs
3.0","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable
188,Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,$1 to $5 million (USD)
189,Data Engineer,$48K-$93K (Glassdoor est.),3.7,"P2 Energy Solutions
3.7","Lafayette, LA",501 to 1000 employees,-1,Company - Private,Information Technology,Unknown / Non-Applicable
190,"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),3.3,"Rochester Regional Health
3.3","Rochester, NY",10000+ employees,2014,Hospital,Health Care,$500 million to $1 billion (USD)
191,Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),4.0,"ClearEdge
4.0","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Information Technology,$5 to $10 million (USD)
192,"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),4.4,"Rubius Therapeutics
4.4","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD)
193,Staff Machine Learning Engineer,$138K-$224K (Glassdoor est.),3.9,"Tapjoy
3.9","San Francisco, CA",201 to 500 employees,2007,Company - Private,Information Technology,$10 to $25 million (USD)
194,"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),3.3,"Rochester Regional Health
3.3","Rochester, NY",10000+ employees,2014,Hospital,Health Care,$500 million to $1 billion (USD)
195,Lead Data Engineer,$190K-$220K(Employer est.),4.1,"Credit Sesame
4.1","Mountain View, CA",51 to 200 employees,2010,Company - Private,Information Technology,$50 to $100 million (USD)
196,Marketing Data Analyst,$35K-$62K (Glassdoor est.),3.6,"San Manuel Casino
3.6","Highland, CA",1001 to 5000 employees,1986,Company - Private,"Arts, Entertainment & Recreation",$100 to $500 million (USD)
197,Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),4.0,"Texas Health Huguley Hospital
4.0","Burleson, TX",1001 to 5000 employees,1977,Hospital,Health Care,$50 to $100 million (USD)
198,R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL",501 to 1000 employees,-1,Company - Private,Manufacturing,$100 to $500 million (USD)
199,Senior Research Scientist-Machine Learning,$81K-$167K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Education,Unknown / Non-Applicable
200,Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care,$500 million to $1 billion (USD)
201,Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),3.0,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN",10000+ employees,1958,Company - Private,Retail,$10+ billion (USD)
202,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour(Glassdoor est.),3.6,"Beebe Healthcare
3.6","Millville, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care,$100 to $500 million (USD)
203,Food Scientist - Developer,$40K-$68K (Glassdoor est.),3.3,"Palermo's Pizza
3.3","Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Manufacturing,Unknown / Non-Applicable
204,Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,$25 to $50 million (USD)
205,Sr. Data Engineer,$75K-$140K (Glassdoor est.),3.4,"Echo Global Logistics
3.4","Chicago, IL",1001 to 5000 employees,2005,Company - Public,Transportation & Logistics,$2 to $5 billion (USD)
206,Data Scientist - Quantitative,$86K-$139K (Glassdoor est.),3.8,"Truckstop.com
3.8","Chicago, IL",501 to 1000 employees,1995,Company - Private,Transportation & Logistics,Unknown / Non-Applicable
207,Data Scientist,$66K-$112K (Glassdoor est.),3.7,"Lockheed Martin
3.7","Herndon, VA",10000+ employees,1995,Company - Public,Aerospace & Defense,$10+ billion (USD)
208,Senior Research Statistician- Data Scientist,$76K-$125K (Glassdoor est.),4.8,"Acuity Insurance
4.8","Sheboygan, WI",1001 to 5000 employees,1925,Company - Private,Insurance,$1 to $2 billion (USD)
209,"Business Data Analyst, SQL",$44K-$86K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel & Tourism,$2 to $5 billion (USD)
210,Medical Technologist / Clinical Laboratory Scientist,$15-$25 Per Hour(Glassdoor est.),3.4,"Veterans Affairs, Veterans Health Administration
3.4","New Orleans, LA",10000+ employees,1930,Government,Government,Unknown / Non-Applicable
211,Data Scientist,$53K-$92K (Glassdoor est.),4.3,"Credera
4.3","Dallas, TX",201 to 500 employees,1999,Subsidiary or Business Segment,Business Services,Unknown / Non-Applicable
212,Senior Data Analyst,$44K-$78K (Glassdoor est.),4.8,"KnowBe4
4.8","Clearwater, FL",501 to 1000 employees,2010,Company - Private,Business Services,$100 to $500 million (USD)
213,BI & Platform Analytics Manager,$85K-$134K (Glassdoor est.),3.4,"Church & Dwight
3.4","Ewing, NJ",1001 to 5000 employees,1846,Company - Public,Manufacturing,$2 to $5 billion (USD)
214,Data Engineer,$59K-$110K (Glassdoor est.),3.9,"Cogo Labs
3.9","Cambridge, MA",51 to 200 employees,2005,Company - Private,Information Technology,Unknown / Non-Applicable
215,Data Scientist,$64K-$111K (Glassdoor est.),3.4,"Spectrum Communications and Consulting
3.4","Chicago, IL",51 to 200 employees,1992,Company - Private,Business Services,$10 to $25 million (USD)
216,Data Analyst,$65K-$120K (Glassdoor est.),3.1,"NCSOFT
3.1","San Mateo, CA",1001 to 5000 employees,1997,Company - Public,Media,$10+ billion (USD)
217,Associate Data Scientist/Computer Scientist,$60K-$103K (Glassdoor est.),3.2,"MITRE
3.2","McLean, VA",5001 to 10000 employees,1958,Nonprofit Organization,Government,$1 to $2 billion (USD)
218,Business Intelligence Analyst / Developer,$53K-$105K (Glassdoor est.),4.3,"Dayton Freight Lines, Inc.
4.3","Dayton, OH",1001 to 5000 employees,1981,Company - Private,Transportation & Logistics,Unknown / Non-Applicable
219,Lead Data Scientist,$124K-$204K (Glassdoor est.),3.6,"MassMutual
3.6","Boston, MA",5001 to 10000 employees,1851,Company - Private,Insurance,$10+ billion (USD)
220,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",$131K-$207K (Glassdoor est.),3.9,"Genentech
3.9","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,$10+ billion (USD)
221,Senior Data Scientist,$110K-$174K (Glassdoor est.),3.8,"Juniper Networks
3.8","Cupertino, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications,$2 to $5 billion (USD)
222,Data Analyst,$33K-$62K (Glassdoor est.),2.8,"Community Action Partnership of San Luis Obispo
2.8","Parlier, CA",501 to 1000 employees,-1,Nonprofit Organization,Non-Profit,$50 to $100 million (USD)
223,Pricipal Scientist Molecular and cellular biologist,$52K-$101K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Boston, MA",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
224,Data Analyst,$48K-$90K (Glassdoor est.),3.4,"TrueAccord
3.4","San Francisco, CA",51 to 200 employees,2013,Company - Private,Information Technology,Unknown / Non-Applicable
225,Data Analyst,$34K-$64K (Glassdoor est.),4.0,"DRB Systems
4.0","Meridian, ID",201 to 500 employees,1984,Company - Private,Information Technology,$50 to $100 million (USD)
226,Staff Data Scientist,$132K-$211K (Glassdoor est.),3.5,"Western Digital
3.5","San Jose, CA",10000+ employees,1970,Company - Public,Information Technology,$10+ billion (USD)
227,"Data Scientist (Actuary, FSA or ASA)",$81K-$133K (Glassdoor est.),3.8,"Legal & General America
3.8","Frederick, MD",501 to 1000 employees,1981,Company - Private,Insurance,$500 million to $1 billion (USD)
228,System and Data Analyst,$42K-$76K (Glassdoor est.),3.7,"Corcentric
3.7","Cherry Hill, NJ",201 to 500 employees,1996,Company - Private,Information Technology,Unknown / Non-Applicable
229,Data Scientist,$66K-$111K (Glassdoor est.),3.5,"U.Group
3.5","Indianapolis, IN",201 to 500 employees,2019,Company - Private,Information Technology,$25 to $50 million (USD)
230,Data Engineer 5 - Contract (Remote),$74K-$140K (Glassdoor est.),4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT",10000+ employees,-1,Nonprofit Organization,Non-Profit,Unknown / Non-Applicable
231,Digital Health Data Scientist,$63K-$110K (Glassdoor est.),4.0,"Pfizer
4.0","Cambridge, MA",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
232,Data Scientist,$63K-$105K (Glassdoor est.),4.3,"SMC 3
4.3","Louisville, KY",51 to 200 employees,1935,Nonprofit Organization,Transportation & Logistics,$10 to $25 million (USD)
233,Data & Analytics Consultant (NYC),$91K-$138K (Glassdoor est.),4.7,"Systems Evolution Inc.
4.7","New York, NY",201 to 500 employees,1992,Company - Private,Business Services,$50 to $100 million (USD)
234,Senior Scientist - Neuroscience,$100K-$190K (Glassdoor est.),3.5,"Sunovion
3.5","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
235,Data Engineer,$62K-$114K (Glassdoor est.),4.4,"Eventbrite
4.4","Nashville, TN",1001 to 5000 employees,2006,Company - Public,Information Technology,$100 to $500 million (USD)
236,Big Data Engineer - Chicago - Future Opportunity,$71K-$129K (Glassdoor est.),4.1,"Centro
4.1","Chicago, IL",501 to 1000 employees,2001,Company - Private,Information Technology,$100 to $500 million (USD)
237,Senior Data Analyst,$43K-$80K (Glassdoor est.),2.9,"National Student Clearinghouse
2.9","Herndon, VA",201 to 500 employees,1993,Nonprofit Organization,Education,$25 to $50 million (USD)
238,Data Scientist,$74K-$119K (Glassdoor est.),2.5,"comScore
2.5","Portland, OR",1001 to 5000 employees,1999,Company - Public,Business Services,$1 to $2 billion (USD)
239,Survey Data Analyst,$55K-$97K (Glassdoor est.),4.2,"SullivanCotter
4.2","Minneapolis, MN",201 to 500 employees,1992,Company - Private,Business Services,Unknown / Non-Applicable
240,Data Scientist,$15K-$16K(Employer est.),3.9,"NPD
3.9","Port Washington, NY",1001 to 5000 employees,1966,Company - Private,Business Services,$100 to $500 million (USD)
241,Data Scientist,$61K-$106K (Glassdoor est.),4.3,"Bakery Agency
4.3","Austin, TX",1 to 50 employees,2010,Company - Private,Business Services,Unknown / Non-Applicable
242,"Risk and Analytics IT, Data Scientist",$91K-$149K (Glassdoor est.),2.7,"State of Wisconsin Investment Board
2.7","Madison, WI",51 to 200 employees,1951,Government,Finance,$50 to $100 million (USD)
243,Data Scientist,$127K-$199K (Glassdoor est.),3.9,"Genentech
3.9","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,$10+ billion (USD)
244,Lead Health Data Analyst - Front End,$74K-$126K (Glassdoor est.),3.4,"Blue Cross & Blue Shield of Rhode Island
3.4","Providence, RI",501 to 1000 employees,1939,Nonprofit Organization,Insurance,Unknown / Non-Applicable
245,Research Scientist,$33K-$72K (Glassdoor est.),3.8,"Boys Town
3.8","Omaha, NE",1001 to 5000 employees,1917,Nonprofit Organization,Non-Profit,Unknown / Non-Applicable
246,Medical Lab Scientist,$17-$24 Per Hour(Glassdoor est.),3.6,"Tower Health
3.6","West Reading, PA",5001 to 10000 employees,2017,Nonprofit Organization,Health Care,Unknown / Non-Applicable
247,Junior Data Analyst,$37K-$63K (Glassdoor est.),3.3,"The HSC Health Care System
3.3","Washington, DC",501 to 1000 employees,1883,Nonprofit Organization,Health Care,Unknown / Non-Applicable
248,SQL Data Engineer,$67K-$119K (Glassdoor est.),3.4,"Pro-Sphere Tek
3.4","Austin, TX",201 to 500 employees,2006,Company - Private,Business Services,$50 to $100 million (USD)
249,Data Scientist,$72K-$117K (Glassdoor est.),3.0,"Ameritas Life Insurance Corp
3.0","Cincinnati, OH",1001 to 5000 employees,1887,Company - Private,Insurance,$2 to $5 billion (USD)
250,Senior Data Scientist,$116K-$185K (Glassdoor est.),4.0,"Autodesk
4.0","San Francisco, CA",5001 to 10000 employees,1982,Company - Public,Information Technology,$2 to $5 billion (USD)
251,Data Scientist,$78K-$126K (Glassdoor est.),3.7,"Genworth
3.7","Raleigh, NC",1001 to 5000 employees,2004,Company - Public,Insurance,$5 to $10 billion (USD)
252,"Scientist, Analytical Development",$42K-$82K (Glassdoor est.),4.4,"Rubius Therapeutics
4.4","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD)
253,Analytics Manager,$59K-$116K (Glassdoor est.),4.3,"OneMagnify
4.3","Dearborn, MI",201 to 500 employees,1967,Company - Private,Business Services,Unknown / Non-Applicable
254,Clinical Data Scientist,$63K-$105K (Glassdoor est.),4.0,"Pfizer
4.0","Groton, CT",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
255,Data Scientist,$109K-$177K (Glassdoor est.),4.0,"Novetta
4.0","Herndon, VA",501 to 1000 employees,2012,Company - Private,Information Technology,$100 to $500 million (USD)
256,"Sr. Data Scientist, Cyber-Security LT Contract",$116K-$194K (Glassdoor est.),3.2,"Numeric, LLC
3.2","Phila, PA",1 to 50 employees,-1,Company - Private,Business Services,$5 to $10 million (USD)
257,Data Engineer,$48K-$95K (Glassdoor est.),4.2,"IZEA
4.2","Winter Park, FL",51 to 200 employees,2006,Company - Public,Business Services,$25 to $50 million (USD)
258,Data Scientist,$83K-$133K (Glassdoor est.),3.9,"Trace Data
3.9","Oakland, CA",51 to 200 employees,2000,Company - Private,Insurance,$10 to $25 million (USD)
259,Sr. Scientist - Digital & Image Analysis/Computational Pathology,$105K-$198K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","San Diego, CA",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
260,Digital Marketing & ECommerce Data Analyst,$31K-$72K (Glassdoor est.),3.6,"Vionic Group
3.6","San Rafael, CA",51 to 200 employees,2006,Subsidiary or Business Segment,Retail,$100 to $500 million (USD)
261,Principal Scientist - Immunologist,$98K-$182K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Boston, MA",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
262,Senior Data Analyst,$55K-$100K (Glassdoor est.),2.8,"Dodge Data & Analytics
2.8","Hamilton, NJ",201 to 500 employees,2014,Company - Private,Information Technology,Unknown / Non-Applicable
263,Insurance Financial Data Analyst,$45K-$82K (Glassdoor est.),4.2,"Clearwater Analytics
4.2","Boise, ID",501 to 1000 employees,2004,Company - Private,Finance,$50 to $100 million (USD)
264,Data Scientist,$83K-$135K (Glassdoor est.),4.0,"Tekvalley, Corp.
4.0","San Francisco, CA",1 to 50 employees,-1,Company - Private,Information Technology,Less than $1 million (USD)
265,Data Scientist,$70K-$122K (Glassdoor est.),3.5,"BWX Technologies
3.5","Oak Ridge, TN",5001 to 10000 employees,1850,Company - Public,Aerospace & Defense,$500 million to $1 billion (USD)
266,Principal Data Scientist with over 10 years experience,Employer Provided Salary:$200K-$250K,-1.0,CA-One Tech Cloud,"San Francisco, CA",51 to 200 employees,2017,Company - Private,Information Technology,$5 to $10 million (USD)
267,Data Engineer,$70K-$132K (Glassdoor est.),3.2,"PennyMac
3.2","Agoura Hills, CA",1001 to 5000 employees,2008,Company - Public,Finance,$500 million to $1 billion (USD)
268,Senior Data Scientist,$73K-$124K (Glassdoor est.),3.3,"Plymouth Rock Assurance
3.3","Woodbridge, NJ",1001 to 5000 employees,1982,Company - Private,Insurance,$10 to $25 million (USD)
269,Data Engineer I - Azure,$54K-$101K (Glassdoor est.),3.9,"Vermeer
3.9","Pella, IA",1001 to 5000 employees,1948,Company - Private,Manufacturing,$1 to $2 billion (USD)
270,"Sr. Scientist, Quantitative Translational Sciences",$117K-$206K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Boston, MA",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
271,MED TECH/LAB SCIENTIST - LABORATORY,$21-$34 Per Hour(Glassdoor est.),3.6,"Beebe Healthcare
3.6","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care,$100 to $500 million (USD)
272,Sr. Data Scientist II,$111K-$183K (Glassdoor est.),3.4,"Argo Group US
3.4","New York, NY",1001 to 5000 employees,1948,Company - Public,Insurance,$1 to $2 billion (USD)
273,Data Scientist,$68K-$112K (Glassdoor est.),3.5,"L&T Infotech
3.5","San Ramon, CA",10000+ employees,1997,Company - Public,Information Technology,Unknown / Non-Applicable
274,Information Security Data Analyst,$42K-$74K (Glassdoor est.),4.3,"OceanFirst Financial
4.3","Red Bank, NJ",501 to 1000 employees,1902,Company - Public,Finance,$5 to $10 billion (USD)
275,Excel / VBA / SQL Data Analyst,$44K-$78K (Glassdoor est.),4.1,"Associated Electric Cooperative
4.1","Springfield, MO",501 to 1000 employees,1961,Company - Private,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD)
276,Machine Learning Research Scientist,$81K-$159K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Education,Unknown / Non-Applicable
277,Data Scientist,$95K-$161K (Glassdoor est.),3.6,"Sotheby's
3.6","New York, NY",1001 to 5000 employees,1744,Company - Public,Retail,$500 million to $1 billion (USD)
278,Data Scientist,$75K-$124K (Glassdoor est.),3.5,"First Tech Federal Credit Union
3.5","Hillsboro, OR",1001 to 5000 employees,1952,Company - Private,Finance,$100 to $500 million (USD)
279,Data Scientist,$72K-$120K (Glassdoor est.),3.6,"Amrock
3.6","Detroit, MI",1001 to 5000 employees,1997,Company - Private,Real Estate,$500 million to $1 billion (USD)
280,Data Scientist,$76K-$126K (Glassdoor est.),2.3,"Vanda Pharmaceuticals
2.3","Washington, DC",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD)
281,Senior Data Scientist,$114K-$182K (Glassdoor est.),3.9,"Zest AI
3.9","Burbank, CA",51 to 200 employees,2009,Company - Private,Finance,$50 to $100 million (USD)
282,"Data Scientist, Senior",$108K-$176K (Glassdoor est.),4.0,"Novetta
4.0","Fort Belvoir, VA",501 to 1000 employees,2012,Company - Private,Information Technology,$100 to $500 million (USD)
283,Senior Data Scientist,$130K-$208K (Glassdoor est.),4.1,"CK-12 Foundation
4.1","Palo Alto, CA",1 to 50 employees,2007,Company - Private,Education,Unknown / Non-Applicable
284,"VP, Data Science",$83K-$166K (Glassdoor est.),3.2,"PennyMac
3.2","Phoenix, AZ",1001 to 5000 employees,2008,Company - Public,Finance,$500 million to $1 billion (USD)
285,Radar Data Analyst,$42K-$76K (Glassdoor est.),4.7,"DECISIVE ANALYTICS Corporation
4.7","Huntsville, AL",51 to 200 employees,1996,Company - Private,Aerospace & Defense,$25 to $50 million (USD)
286,CONSULTANT– DATA ANALYTICS GROUP,$37K-$68K (Glassdoor est.),4.2,"Opinion Dynamics
4.2","San Diego, CA",51 to 200 employees,1987,Company - Private,Business Services,$10 to $25 million (USD)
287,Data Engineer,$52K-$99K (Glassdoor est.),4.6,"Applied Information Sciences
4.6","Houston, TX",501 to 1000 employees,1982,Company - Private,Information Technology,$50 to $100 million (USD)
288,Senior Data Scientist,$105K-$173K (Glassdoor est.),3.7,"Swiss Re
3.7","Armonk, NY",10000+ employees,1863,Company - Public,Insurance,$10+ billion (USD)
289,"Data Engineer, Data Engineering and Artifical Intelligence",$71K-$134K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
290,Staff Scientist,$39K-$82K (Glassdoor est.),4.4,"WK Dickson
4.4","Columbia, SC",201 to 500 employees,1929,Company - Private,Business Services,$25 to $50 million (USD)
